Review,date,Location,CompoundScore,Sentiment
staff fabul room exit door loud along loud air condition got sleep first night second night tire shut air condit,2019-04-13,Auburn maine,0.0,0
staff nice elev slow blackout draperi everyon see room privaci,2019-04-12,New York,0.4215,1
late night park bad land later pm forget kind nearbi park,2019-04-12,"Santa Cruz, us",-0.25,0
everyth great room qa amazinf qith great view except went go check per instruct said room wouldnt readi anoth hour make big fuss sudden room clean readi us,2019-04-12,"Atlanta, GA",0.8979,1
outdoor space properti group best part locat pave walk around small lakelagoon take guest sever differ pool outdoor activ nightli firework nearbi disney park light sky pool open late afterpark relax,2019-04-11,"Richmond, VA",0.7964,1
love proxim everythingtick took diner awesom,2019-04-11,Wethersfield Ct,0.6369,1
love properti center everyth want cleanli great everyon realli nice help,2019-04-10,Winter garden FL,0.9337,1
room need improv specif bathroom dirti outdat,2019-04-09,"Palm Beach, us",0.0,0
well rd stay properti two consecut year first time place us wing bottom floor buggi insect damp smell insist stay main build past never sub ground level room,2019-04-09,"Terre Haute, IN USA",0.2732,1
enjoy disney store game room pool also like littl bakerystor insid lobbi great locat buse disneyworld conveni,2019-04-09,"Victoria, ca",0.8689,1
room warm bed uncomfort whole room clean area wasnt quiet pool nice great atmospher,2019-04-09,"largo, fl",0.7482,1
staff limit hard find two work front desk poor custom servic especi bigger gentleman right rude told hot tub order also told continent breakfast yet girl front desk rude point bar grill park lot went bar grill wait minut seat still told breakfast work understaf poor custom servic given menu ask continent breakfast work includ man help grab menu said continent walk away littl later receiv fruit surprisingli fresh hard pastri look tast day old coffe cup dirti acknowledg rest visit even thank etc way way room fair bathroom dirti old rust stain bar shower overal great place stay choos differ hotel next time area,2019-04-09,"Sacramento, CA",-0.0258,0
pleas stay went disneyland hotel new nice clean room locat excel full block park min walk restaur nearbi bar lobbi deal breakfast also right across street walgreen cv realli set hotel apart howev custom servic stacey staff realli went way make us feel home well help resolv import lost luggag issu us alreadi left hotel fault definit stay futur trip disneyland highli recommend properti,2019-04-09,"Portland, OR",0.7845,1
great locat lot place eat tallest swing fun ride clean ground well,2019-04-09,Orlando FL,0.9042,1
locat close airport conveni room nice suppli two towel note reserv guest room staff friendli hallway littl date stain carpet restaur good enjoy food,2019-04-08,"Seattle, WA",0.836,1
super freundlich person toll zimmer zwar sehr klein aber man ist ja eh nur zum schlafen dort und dafür ist es ausreichend,2019-04-08,"Stuttgart, De",0.5994,1
like locat noisi night air condit must work kept turn everi second wasnt clean kept expect bathroom doesnt fan mold grow corner room old need refurbish,2019-04-08,Lehi,-0.1828,0
good locat nice enough room help staff valu money breakfast,2019-04-08,"Dubai, UAE",0.8126,1
hotel poor shape window dirtiest ive ever seen hotel staff still hasnt set clock forward pool workout area room poorli design,2019-04-08,"Ashland, Oregon",-0.7579,0
easi check even let check hour earli,2019-04-08,San Jose,0.0,0
need makeup hallway lobbi beauti,2019-04-08,St. Lucie west,0.0,0
love locat room confort clean bed amaz,2019-04-08,Carolina Puerto Rico,0.7845,1
date toilet room need seriou upgrad faucet knob need vice grip open counterspac bathroom overal blah stay,2019-04-07,LA,-0.1027,0
park extra fee time checkin awar,2019-04-07,Margate Florida,0.0,0
great famili kid bunk bed alcov room great kid pool great food back bay poolsid great frequent shuttl schedul would great second stay properti come,2019-04-06,"Pensacola, us",0.9702,1
like close within walk distanc disney spring wish charact charact breakfast also day arriv abl eat breakfast still wide varieti choic next time ate littl earlier werent mani choic feel didnt realli get money worth day buse park help although would nice buse everi minut instead everi minut park open close buse extrem overcrowd room clean staff nice help definit plan stay hope next time come weather warmer tri realli cool look pool,2019-04-06,"Zionsville, Pa",0.9756,1
room dirti smelli move differ room twice got reason clean room hotel staff didnt upgrad us better room provid comp stay,2019-04-06,"Fountain Valley, US",0.0757,0
dont like fact elev also second time row visit hotel woken way earli disrupt guest alreadi complain manag receiv complementari breakfast ive stay mani hotel sinc last visit seem like wall paper thin happi may final time stay famili,2019-04-06,"Coral Springs, FL",-0.6927,0
clean central everyth within walk distanc sight definit back super help friendli staff great food option site,2019-04-05,Coatbridge Scotland,0.9246,1
daughter like pool lot frustrat lack inform park everyth els okay stellar bad suffici custom servic experi,2019-04-05,"Elkhart, IN",-0.34,0
less minut walk disney spring walkway street traffic wait walk disney spring,2019-04-05,Port St. Lucie,0.0,0
room extrem dirti sofa bed unimagin stain carpet extrem dirti smell,2019-04-05,"Los Angeles, us",0.0,0
friendli staff clean biggest room adequ would stay,2019-04-05,"Honolulu, Hawaii",0.4019,1
hotel clean conveni get safe comfort stay dollar,2019-04-04,"Hillsboro,Oregon",0.7964,1
room bit small staff wonder room servic disappoint,2019-04-04,"New York, NY",-0.4019,0
new yorker second home us return custom never disappoint truli classi place stay locat cant beat,2019-04-04,"London, OH",0.3089,1
rel quiet attract ground clean staff excel,2019-04-03,"Hilo, HI, U.S.",0.802,1
clean updat hotel middl chinatown restaur shop close,2019-04-03,Michigan,0.4019,1
hotel vintag new york feel like everyth small issu water temperatur shower hard adjust get right,2019-04-03,"Danvers, MA",0.2732,1
properti clean insid sometim bottl cup ground garden area staff excel help print document need trip last morn assist new transport airport shuttl cancel stay,2019-04-03,"Portsmouth, RI",0.7506,1
like cleanli properti disappoint gym monitor machin didnt work,2019-04-03,"Upland, US",-0.0516,0
clean nice staff shower drain actual drain,2019-04-03,Chino Hills,0.6705,1
wonder locat heart new york citi conveni train subway major shop,2019-04-02,"Ottawa, ca",0.0,0
benefit disney resort without price conveni free transport park walk distanc disney spring staff friendli help need rent car stay trip disney focus,2019-04-02,Chicago,0.4585,1
staff excel made feel like one,2019-04-02,Orlando us,0.6705,1
check pm earlier feea far travel nyc that first hotel charg earlier check hotel dont check avail room readi guess didntt like part hotel nice,2019-04-02,"New Orleans, USA",0.6486,1
place give motel vibe dont know area outsid look outdat good job fool modern look room floor dusti dirti even housekeep came still dirti sheet also felt dirti curtain almost broke us tri close your look peac night sleep place paper thin wall hear peopl hallway hear room next door downstair definit stay especi charg night,2019-04-02,"Miami, FL, US",-0.3626,0
wasnt happi park charg allergi free breakfast order minut cook,2019-04-01,"Orlando, fl",0.5106,1
staff amaz effici made check breez happi will help everyth stay lot hotel far famili back,2019-04-01,Lewiston NY,0.4019,1
hotel perfect place fantast stay staff love,2019-04-01,Stoke on Trent UK,0.836,1
hotel nice atmospher bed comfort complaint hotel longer hold luggag arriv earli charg check earli even room alreadi avail clean room daili make bed chang towel,2019-04-01,"Miami, Fl.",0.7003,1
nice pleasant alway clean n nice environ stay,2019-04-01,Ant landing ga,0.891,1
nice hotel area restaur store room small bed good valu,2019-04-01,"Clinton, MD",0.6908,1
walk lobbi nice get room complet differ room look clean went bathroom tub dirti took shower water wont drain wait min water drain water complet drain tub disgust wall paper thing could hear peopl room next us also loud music mango night club across street room staff nice help best experi hotel,2019-04-01,Gainesville florida,0.8834,1
love man made pond center properti properti clean,2019-04-01,Immokalee fl,0.7845,1
checkin littl disappoint tri check long day pm told room unavail travel daughter volleybal team famili got room stay pleasant pool great daughter friend blast,2019-03-31,"s
 St. Petersburg, Florida",0.836,1
hotel clean nice pool kid hous keep either came earli clean room realli late pm park machin didnt work tri pay cc,2019-03-31,Colorado,0.8174,1
wouldv like seen sort breakfast offer wouldnt pay normal street price within hotel,2019-03-31,"Winston-Salem, NC",0.4207,1
le petit dej cher et pa top fade san aucun goût par rapport aux navett pour disney attendu heur alor quon nou avait dit que ça passait tou le min le chambr sont froid eu un peu froid et il ny avait pa de couvertur supplémentair,2019-03-31,Paris,0.2023,1
famili friendli properti beauti,2019-03-31,"Lake alfred, us",0.0,0
lobbi nice along fresh hot coffe item avail purchas would nice healthier option addit item get lost travel toothbrush toothpast,2019-03-31,"Reno, Nevada",0.6808,1
nice place restaur nice,2019-03-31,"Los Angeles, CA",0.6808,1
love stay bed comfi shuttl ticket shuttl sold onsit within walk distanc restaur shop staff friendli hotel clean,2019-03-31,"Mukilteo, WA",0.7845,1
got right sea world tire look nice place rest soon got took kid straight bathroom bath found hair tub tub also clog water wouldnt come took bed get dress found make sheet place nasti look dirti around,2019-03-31,"Orlando, fl",0.5719,1
open outdoorsi room clean stylish decor,2019-03-30,Spokane WA,0.4019,1
conveni close everyth tini date room extra day charg phone gym etc whether want extra charg coffe machin anyth room,2019-03-30,"Halifax, N.S.",0.0772,0
conveni locat arriv penn station stay want go jfk hotel great locat make travel connect,2019-03-30,"State College, PA",0.6597,1
basic hotel disney properti good price,2019-03-30,Miami Beach,0.4404,1
